
Movie,Question,Answer
Rangasthalam,Which movie has the song with the following lyrics snippet from: 'Venuvante kittamurthi vaadhyam anta; Shoolamante kaalikamma ayudhamanta; Paata paadatanikaina potu podavataanikaina'?,RANGASTHALAM
Rangasthalam,Who sang the song with the lyrics snippet 'Venuvante kittamurthi vaadhyam anta; Shoolamante kaalikamma ayudhamanta; Paata paadatanikaina potu podavataanikaina'?,RAHULSIPLIGUNJ
Rangasthalam,Complete the lyric: 'Aata bommalam anta; Inapadani paataki sindaadestunna; Tholu bommalam ___',ANTA
Rangasthalam,Who is the music director for the song with the lyrics snippet 'Aata bommalam anta; Inapadani paataki sindaadestunna; Tholu bommalam anta'?,DEVISRIPRASAD
Rangasthalam,Who penned the lyrics to the song with the lyrics snippet 'Aata bommalam anta; Inapadani paataki sindaadestunna; Tholu bommalam anta'?,CHANDRABOSE
Rangasthalam,Which movie has the song with the following lyrics snippet from: 'Aata bommalam anta; Inapadani paataki sindaadestunna; Tholu bommalam anta'?,RANGASTHALAM
Rangasthalam,Who sang the song with the lyrics snippet 'Aata bommalam anta; Inapadani paataki sindaadestunna; Tholu bommalam anta'?,RAHULSIPLIGUNJ
Rangasthalam,Complete the lyric: 'Nannu suttu muduthunte; Ushamma ushamma ___ tholadu; Ulakadu palakadu banda Ramudu (x2)',ANTU
Rangasthalam,Who is the music director for the song with the lyrics snippet 'Nannu suttu muduthunte; Ushamma ushamma antu tholadu; Ulakadu palakadu banda Ramudu (x2)'?,DEVISRIPRASAD
Rangasthalam,Who penned the lyrics to the song with the lyrics snippet 'Nannu suttu muduthunte; Ushamma ushamma antu tholadu; Ulakadu palakadu banda Ramudu (x2)'?,CHANDRABOSE
Rangasthalam,Which movie has the song with the following lyrics snippet from: 'Nannu suttu muduthunte; Ushamma ushamma antu tholadu; Ulakadu palakadu banda Ramudu (x2)'?,RANGASTHALAM
Rangasthalam,Who sang the song with the lyrics snippet 'Nannu suttu muduthunte; Ushamma ushamma antu tholadu; Ulakadu palakadu banda Ramudu (x2)'?,MMMANASI
Rangasthalam,Complete the lyric: 'Pulla cheema kutti naa ___ saluputhunte; Uffamma uffamma antu oodhadu; Utthamaatakaina nanu oorukobettadu (x2)',PEDAVI
Rangasthalam,Who is the music director for the song with the lyrics snippet 'Pulla cheema kutti naa pedavi saluputhunte; Uffamma uffamma antu oodhadu; Utthamaatakaina nanu oorukobettadu (x2)'?,DEVISRIPRASAD
Rangasthalam,Who penned the lyrics to the song with the lyrics snippet 'Pulla cheema kutti naa pedavi saluputhunte; Uffamma uffamma antu oodhadu; Utthamaatakaina nanu oorukobettadu (x2)'?,CHANDRABOSE
Rangasthalam,Which movie has the song with the following lyrics snippet from: 'Pulla cheema kutti naa pedavi saluputhunte; Uffamma uffamma antu oodhadu; Utthamaatakaina nanu oorukobettadu (x2)'?,RANGASTHALAM
Rangasthalam,Who sang the song with the lyrics snippet 'Pulla cheema kutti naa pedavi saluputhunte; Uffamma uffamma antu oodhadu; Utthamaatakaina nanu oorukobettadu (x2)'?,MMMANASI
Rangasthalam,Complete the lyric: 'Rangamma mangamma em pilladu; Pakkane untaadammaa ___ (x2); Gollabhama vachi naa goru gilluthunte',PATTINCHUNKODU
Rangasthalam,Who is the music director for the song with the lyrics snippet 'Rangamma mangamma em pilladu; Pakkane untaadammaa pattinchunkodu (x2); Gollabhama vachi naa goru gilluthunte'?,DEVISRIPRASAD
Rangasthalam,Who penned the lyrics to the song with the lyrics snippet 'Rangamma mangamma em pilladu; Pakkane untaadammaa pattinchunkodu (x2); Gollabhama vachi naa goru gilluthunte'?,CHANDRABOSE
Rangasthalam,Which movie has the song with the following lyrics snippet from: 'Rangamma mangamma em pilladu; Pakkane untaadammaa pattinchunkodu (x2); Gollabhama vachi naa goru gilluthunte'?,RANGASTHALAM
Rangasthalam,Who sang the song with the lyrics snippet 'Rangamma mangamma em pilladu; Pakkane untaadammaa pattinchunkodu (x2); Gollabhama vachi naa goru gilluthunte'?,MMMANASI
Rangasthalam,Complete the lyric: 'Alala mootalippesinaavu; ___ sakkagunnave; Lacchmi yentha sakkagunnave',YENTHA
Rangasthalam,Who is the music director for the song with the lyrics snippet 'Alala mootalippesinaavu; Yentha sakkagunnave; Lacchmi yentha sakkagunnave'?,DEVISRIPRASAD
Rangasthalam,Who penned the lyrics to the song with the lyrics snippet 'Alala mootalippesinaavu; Yentha sakkagunnave; Lacchmi yentha sakkagunnave'?,CHANDRABOSE
Rangasthalam,Which movie has the song with the following lyrics snippet from: 'Alala mootalippesinaavu; Yentha sakkagunnave; Lacchmi yentha sakkagunnave'?,RANGASTHALAM
Rangasthalam,Who sang the song with the lyrics snippet 'Alala mootalippesinaavu; Yentha sakkagunnave; Lacchmi yentha sakkagunnave'?,DEVISRIPRASADDSP
Rangasthalam,Complete the lyric: 'Yekanga thagilina lanke bindhe laaga; Yentha sakkagunnave lacchmi yentha sakkagunnave; Sintha settu ___ siguru koyyabothe',YEKKI
Rangasthalam,Who is the music director for the song with the lyrics snippet 'Yekanga thagilina lanke bindhe laaga; Yentha sakkagunnave lacchmi yentha sakkagunnave; Sintha settu yekki siguru koyyabothe'?,DEVISRIPRASAD
Rangasthalam,Who penned the lyrics to the song with the lyrics snippet 'Yekanga thagilina lanke bindhe laaga; Yentha sakkagunnave lacchmi yentha sakkagunnave; Sintha settu yekki siguru koyyabothe'?,CHANDRABOSE
Rangasthalam,Which movie has the song with the following lyrics snippet from: 'Yekanga thagilina lanke bindhe laaga; Yentha sakkagunnave lacchmi yentha sakkagunnave; Sintha settu yekki siguru koyyabothe'?,RANGASTHALAM
Rangasthalam,Who sang the song with the lyrics snippet 'Yekanga thagilina lanke bindhe laaga; Yentha sakkagunnave lacchmi yentha sakkagunnave; Sintha settu yekki siguru koyyabothe'?,DEVISRIPRASADDSP
Rangasthalam,Complete the lyric: 'Yentha sakkagunnave; Lacchmi yentha sakkagunnave; Seruku mukka nuvvu koriki thinta ___',VUNTE
Rangasthalam,Who is the music director for the song with the lyrics snippet 'Yentha sakkagunnave; Lacchmi yentha sakkagunnave; Seruku mukka nuvvu koriki thinta vunte'?,DEVISRIPRASAD
Rangasthalam,Who penned the lyrics to the song with the lyrics snippet 'Yentha sakkagunnave; Lacchmi yentha sakkagunnave; Seruku mukka nuvvu koriki thinta vunte'?,CHANDRABOSE
Rangasthalam,Which movie has the song with the following lyrics snippet from: 'Yentha sakkagunnave; Lacchmi yentha sakkagunnave; Seruku mukka nuvvu koriki thinta vunte'?,RANGASTHALAM
Rangasthalam,Who sang the song with the lyrics snippet 'Yentha sakkagunnave; Lacchmi yentha sakkagunnave; Seruku mukka nuvvu koriki thinta vunte'?,DEVISRIPRASADDSP
Rx 100,Complete the lyric: 'Chusthune unna; Koti swapnala prema roopamu; Gunde kosi ninnu andulo ___',DHACHI
Rx 100,Who is the music director for the song with the lyrics snippet 'Chusthune unna; Koti swapnala prema roopamu; Gunde kosi ninnu andulo dhachi'?,CHAITANBHARADWAJ
Rx 100,Who penned the lyrics to the song with the lyrics snippet 'Chusthune unna; Koti swapnala prema roopamu; Gunde kosi ninnu andulo dhachi'?,CHAITANYAPRASAD
Rx 100,Which movie has the song with the following lyrics snippet from: 'Chusthune unna; Koti swapnala prema roopamu; Gunde kosi ninnu andulo dhachi'?,RX100
Rx 100,Who sang the song with the lyrics snippet 'Chusthune unna; Koti swapnala prema roopamu; Gunde kosi ninnu andulo dhachi'?,ANURAGKULKARNI
Rx 100,Which movie has the song with the following lyrics snippet from: 'Yella vidichi bathakane pilla raa; Nuvve kanabadavaa kallara; Ninne thalachi thalachilaa unnaga'?,RX100
Rx 100,Who sang the song with the lyrics snippet 'Yella vidichi bathakane pilla raa; Nuvve kanabadavaa kallara; Ninne thalachi thalachilaa unnaga'?,ANURAGKULKARNI
Savyasachi,Complete the lyric: '___ mee sahavaasame; Mem korina santhosham; Mee iddari vruddhika chusthu',SAMBARAALA
Baahubali: The Conclusion,Complete the lyric: '___ jai kottali; Gaganale chhathram pattali; Heysa rudhrassa',BHUVANALANNI
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Bhuvanalanni jai kottali; Gaganale chhathram pattali; Heysa rudhrassa'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Bhuvanalanni jai kottali; Gaganale chhathram pattali; Heysa rudhrassa'?,KSHIVASHAKTHIDATTA
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Bhuvanalanni jai kottali; Gaganale chhathram pattali; Heysa rudhrassa'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Complete the lyric: 'Heysarabhadra samudhrassa; Aa janani dheeksha achalam; Ee ___ kavacham',KODUKE
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Heysarabhadra samudhrassa; Aa janani dheeksha achalam; Ee koduke kavacham'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Heysarabhadra samudhrassa; Aa janani dheeksha achalam; Ee koduke kavacham'?,KSHIVASHAKTHIDATTA
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Heysarabhadra samudhrassa; Aa janani dheeksha achalam; Ee koduke kavacham'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Complete the lyric: 'Heysarabhadra samudhrassa; ___ rudhrassa; Heysarabhadra samudhrassa',HEYSA
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Heysarabhadra samudhrassa; Heysa rudhrassa; Heysarabhadra samudhrassa'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Heysarabhadra samudhrassa; Heysa rudhrassa; Heysarabhadra samudhrassa'?,KSHIVASHAKTHIDATTA
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Heysarabhadra samudhrassa; Heysa rudhrassa; Heysarabhadra samudhrassa'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Complete the lyric: 'Pulakinchina ee nelantha ___ aipoda; Nee maatte ma maatayya; Nee choope saasanamayya',PACCHAGA
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Pulakinchina ee nelantha Pacchaga aipoda; Nee maatte ma maatayya; Nee choope saasanamayya'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Pulakinchina ee nelantha Pacchaga aipoda; Nee maatte ma maatayya; Nee choope saasanamayya'?,MMKEERAVAANI
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Pulakinchina ee nelantha Pacchaga aipoda; Nee maatte ma maatayya; Nee choope saasanamayya'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Who sang the song with the lyrics snippet 'Pulakinchina ee nelantha Pacchaga aipoda; Nee maatte ma maatayya; Nee choope saasanamayya'?,KAALABHAIRAVA
Baahubali: The Conclusion,Complete the lyric: 'Nee choope saasanamayya; Maa raju nuvve ___ nuvve Kodukku nuvve; Maa aayuvu kuda needayya',TANDRI
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Nee choope saasanamayya; Maa raju nuvve tandri nuvve Kodukku nuvve; Maa aayuvu kuda needayya'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Nee choope saasanamayya; Maa raju nuvve tandri nuvve Kodukku nuvve; Maa aayuvu kuda needayya'?,MMKEERAVAANI
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Nee choope saasanamayya; Maa raju nuvve tandri nuvve Kodukku nuvve; Maa aayuvu kuda needayya'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Who sang the song with the lyrics snippet 'Nee choope saasanamayya; Maa raju nuvve tandri nuvve Kodukku nuvve; Maa aayuvu kuda needayya'?,KAALABHAIRAVA
Baahubali: The Conclusion,Complete the lyric: 'Maa raju nuvve tandri nuvve Kodukku nuvve; Maa aayuvu ___ needayya; Dandaalayyaa dandalayya',KUDA
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Maa raju nuvve tandri nuvve Kodukku nuvve; Maa aayuvu kuda needayya; Dandaalayyaa dandalayya'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Maa raju nuvve tandri nuvve Kodukku nuvve; Maa aayuvu kuda needayya; Dandaalayyaa dandalayya'?,MMKEERAVAANI
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Maa raju nuvve tandri nuvve Kodukku nuvve; Maa aayuvu kuda needayya; Dandaalayyaa dandalayya'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Who sang the song with the lyrics snippet 'Maa raju nuvve tandri nuvve Kodukku nuvve; Maa aayuvu kuda needayya; Dandaalayyaa dandalayya'?,KAALABHAIRAVA
Baahubali: The Conclusion,Complete the lyric: 'Balitaanai Ulitaanai; ___ Bhavitavyam',MALICHENAA
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Balitaanai Ulitaanai; Malichenaa; Bhavitavyam'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Balitaanai Ulitaanai; Malichenaa; Bhavitavyam'?,MMKEERAVAANI
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Balitaanai Ulitaanai; Malichenaa; Bhavitavyam'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Who sang the song with the lyrics snippet 'Balitaanai Ulitaanai; Malichenaa; Bhavitavyam'?,KAALABHAIRAVA
Baahubali: The Conclusion,Complete the lyric: 'Ragilindaa; Rana tantram; ___ modalayyinda',HANANAMTHONE
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Ragilindaa; Rana tantram; Hananamthone modalayyinda'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Ragilindaa; Rana tantram; Hananamthone modalayyinda'?,MMKEERAVAANI
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Ragilindaa; Rana tantram; Hananamthone modalayyinda'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Who sang the song with the lyrics snippet 'Ragilindaa; Rana tantram; Hananamthone modalayyinda'?,KAALABHAIRAVA
Baahubali: The Conclusion,Complete the lyric: '___ jayam saantham; Balitaanai Ulitaanai; Malichenaa',VARINCHAGA
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Varinchaga jayam saantham; Balitaanai Ulitaanai; Malichenaa'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Varinchaga jayam saantham; Balitaanai Ulitaanai; Malichenaa'?,MMKEERAVAANI
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Varinchaga jayam saantham; Balitaanai Ulitaanai; Malichenaa'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Who sang the song with the lyrics snippet 'Varinchaga jayam saantham; Balitaanai Ulitaanai; Malichenaa'?,KAALABHAIRAVA
Baahubali: The Conclusion,Complete the lyric: 'Endhaka nuvvu vellali anna; Andhaka nenu kooda raana; Haayaina ___ naavalona',HAMSA
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Endhaka nuvvu vellali anna; Andhaka nenu kooda raana; Haayaina hamsa naavalona'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Endhaka nuvvu vellali anna; Andhaka nenu kooda raana; Haayaina hamsa naavalona'?,CHAITANYAPRASAD
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Endhaka nuvvu vellali anna; Andhaka nenu kooda raana; Haayaina hamsa naavalona'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Complete the lyric: 'Oho ho; Ekantha kantha ___ Oho ho',MANDHIRANA
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Oho ho; Ekantha kantha mandhirana; Oho ho'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Oho ho; Ekantha kantha mandhirana; Oho ho'?,CHAITANYAPRASAD
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Oho ho; Ekantha kantha mandhirana; Oho ho'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Complete the lyric: 'Endhaka nuvvu vellali anna; Andhaka nennu ___ raana; Haayaina hamsa naavalona',KOODA
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Endhaka nuvvu vellali anna; Andhaka nennu kooda raana; Haayaina hamsa naavalona'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Endhaka nuvvu vellali anna; Andhaka nennu kooda raana; Haayaina hamsa naavalona'?,CHAITANYAPRASAD
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Endhaka nuvvu vellali anna; Andhaka nennu kooda raana; Haayaina hamsa naavalona'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Complete the lyric: 'Oo vanamaali; Yeddhu ninnu podiche; Paapam antha ___',NAADHENURAA
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Oo vanamaali; Yeddhu ninnu podiche; Paapam antha naadhenuraa'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Oo vanamaali; Yeddhu ninnu podiche; Paapam antha naadhenuraa'?,MMKEERAVAANI
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Oo vanamaali; Yeddhu ninnu podiche; Paapam antha naadhenuraa'?,BAAHUBALITHECONCLUSION
Baahubali: The Conclusion,Complete the lyric: 'Podha podhalona ___ moothalaapara; Yadha yadhalona narthinchindi chaalura; Alasata ninu kori niluchundira',DAAGUDU
Baahubali: The Conclusion,Who is the music director for the song with the lyrics snippet 'Podha podhalona daagudu moothalaapara; Yadha yadhalona narthinchindi chaalura; Alasata ninu kori niluchundira'?,MMKEERAVANISSTHAMAN
Baahubali: The Conclusion,Who penned the lyrics to the song with the lyrics snippet 'Podha podhalona daagudu moothalaapara; Yadha yadhalona narthinchindi chaalura; Alasata ninu kori niluchundira'?,MMKEERAVAANI
Baahubali: The Conclusion,Which movie has the song with the following lyrics snippet from: 'Podha podhalona daagudu moothalaapara; Yadha yadhalona narthinchindi chaalura; Alasata ninu kori niluchundira'?,BAAHUBALITHECONCLUSION
